,SquareFootage,NumBathrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,PreviousSalePrice
5258,1619.25,3.698881856,487.47,35.75,9.12,32.41,14.57,91.39,1.3,7.04,10.0,793145.9002
5259,550.0,4.2893013,507.76,87.84,10.0,9.2,2.76,90.45,1.07,5.47,10.0,502753.5773
5260,1153.56,3.062199303,382.87,53.58,6.01,42.73,7.91,94.58,1.56,4.85,4.26,266916.1598
5261,1041.4,3.181325045,54.97,80.06,7.51,67.24,36.56,99.9,0.81,3.43,6.2,252309.1071
5262,1163.32,3.102700769,366.04,12.24,5.83,36.19,3.71,99.9,1.24,3.5,2.33,256293.3832
5263,1304.4,3.388863787,721.92,31.0,9.39,13.6,10.5,91.37,1.53,5.56,7.52,731596.2431
5264,1597.54,2.996134084,690.35,37.72,10.0,19.33,12.2,88.55,1.87,7.41,6.26,508475.4492
5265,1029.78,2.484251175,344.32,5.79,7.96,59.03,8.89,89.6,2.16,6.94,10.0,319425.6758
5266,2173.66,4.245092459,713.77,12.95,6.8,73.17,13.58,99.9,1.31,10.0,8.91,597803.1979
5267,797.88,2.99523134,718.12,72.84,5.29,74.97,16.2,86.42,1.78,3.48,8.36,292456.0706
5268,692.1,3.943595006,572.25,86.14,3.32,50.39,1.77,94.17,0.67,2.15,5.92,503698.3513
5269,1262.8,2.361664394,501.86,9.49,7.64,30.81,3.55,94.82,1.38,3.36,8.46,304974.5847
5270,1676.03,1.6756997,663.92,35.43,8.0,76.0,20.49,93.3,2.01,6.73,7.21,484611.1899
5271,1138.59,2.868346219,699.57,32.34,5.35,39.02,19.99,98.06,1.51,4.89,4.03,360542.4726
5272,1293.66,3.467817155,358.37,0.03,8.15,12.7,7.88,92.72,1.2,6.92,3.47,403691.3227
5273,1538.84,2.39565951,554.16,52.81,10.0,23.11,11.64,87.95,1.54,6.71,6.18,598704.6675
5274,1001.99,2.596862494,14.7,16.42,6.2,1.51,14.1,93.17,1.3,5.54,10.0,490872.4931
5275,571.47,2.761838638,850.65,30.14,7.64,23.54,23.56,84.7,1.12,3.06,2.34,347907.5427
5276,550.0,2.8685697,531.24,51.66,8.91,54.05,22.17,94.94,0.58,5.36,7.41,343737.6416
5277,786.24,2.293741453,652.32,3.07,8.18,13.76,0.27,99.9,2.06,4.55,3.25,340148.8335
5278,1732.87,2.089676032,397.48,58.97,8.36,5.7,18.48,89.32,1.43,5.06,7.36,403433.893
5279,1368.0,3.13882798,398.5,5.35,5.94,35.91,7.37,89.11,1.6,5.86,6.17,564757.5048
5280,835.35,1.749148388,482.54,24.87,7.27,14.98,12.57,99.9,1.68,4.25,9.02,196380.2251
5281,1705.01,2.31375477,514.98,19.13,4.34,59.96,22.22,87.01,1.0,6.16,6.7,434479.0184
5282,889.74,1.803241274,674.86,23.49,7.89,22.54,5.04,90.27,1.01,5.28,5.35,329489.1381
5283,1175.77,5.344262165,223.27,14.9,9.43,66.36,12.12,94.8,2.08,8.2,2.82,512290.5948
5284,1058.22,1.0,354.82,30.52,6.75,64.54,24.74,99.9,0.88,5.3,7.03,269173.0222
5285,627.24,3.888439517,1104.18,12.29,6.31,52.29,25.13,99.9,0.96,5.09,10.0,374900.6761
5286,1064.72,3.089683464,444.14,54.88,6.74,9.04,37.17,99.9,1.65,4.96,3.33,365824.4329
5287,1181.63,1.41559203,512.76,59.36,5.35,42.98,0.06,91.87,1.99,4.26,5.01,284510.0905
5288,1136.32,1.375598264,379.05,46.79,10.0,26.16,9.91,99.5,1.44,4.46,6.75,392510.6525
5289,1466.29,3.359698051,797.39,49.4,10.0,87.32,2.61,99.9,2.0,6.43,10.0,548582.6126
5290,1392.66,1.0,1007.89,6.67,5.15,60.49,29.8,91.32,1.41,3.8,6.3,286713.1713
5291,1539.71,5.029666923,582.13,50.09,7.63,1.2,28.41,99.9,2.1,8.29,8.27,796232.0828
5292,1519.25,1.0,502.67,45.85,6.9,75.78,12.03,95.02,0.65,5.5,3.27,385218.3513
5293,1465.72,1.344945866,310.21,18.56,7.39,9.88,15.79,99.13,1.31,9.01,10.0,457400.8199
5294,770.74,2.170610613,372.5,6.0,9.79,36.01,54.37,93.32,1.04,6.15,3.17,214274.995
5295,1098.27,2.888874501,1168.45,2.53,5.62,71.17,2.44,92.33,1.19,5.65,7.65,287908.4525
5296,1183.73,4.311710828,458.72,44.62,5.96,67.29,4.28,94.9,1.86,7.53,3.82,303367.6989
5297,1083.25,2.843668219,134.26,17.57,10.0,13.14,0.87,88.76,1.1,6.25,10.0,276948.678
5298,1686.26,2.545749249,631.84,24.09,7.37,18.49,4.16,89.98,1.84,5.09,10.0,371212.8715
5299,1980.79,3.440688952,880.1,20.51,8.36,5.58,7.72,99.9,1.25,8.78,9.79,595335.3288
5300,550.0,1.945894495,360.74,23.23,5.67,64.0,14.44,99.9,2.36,2.92,6.99,276050.415
5301,1681.69,1.971240382,615.04,7.9,8.48,29.35,5.82,91.88,1.58,8.87,2.12,567828.5916
5302,838.11,4.379021126,599.05,5.5,10.0,83.72,2.03,93.94,0.84,6.62,7.79,438612.6875
5303,550.0,1.942805946,951.96,13.52,9.61,69.83,15.6,92.67,1.27,8.92,9.57,325010.2062
5304,581.94,2.712990858,518.23,31.61,8.64,34.84,17.26,99.62,1.86,6.67,4.71,486696.6709
5305,1035.55,1.944969623,187.9,74.41,10.0,57.28,15.3,93.69,1.32,4.12,1.54,311799.2526
5306,863.23,3.83542348,467.94,30.03,9.44,20.07,6.84,99.9,1.65,7.23,3.67,566984.7491
5307,1736.87,3.440438922,422.22,41.8,9.81,17.09,25.81,94.28,0.66,7.24,8.83,516534.8996
5308,1693.55,3.372208169,924.87,11.62,6.76,36.12,22.02,89.24,2.11,6.05,5.0,462818.59
5309,1740.6,2.780128646,980.41,15.37,8.54,59.65,2.02,93.33,1.23,8.38,10.0,910172.9612
5310,1275.35,2.831218179,718.87,2.33,6.78,47.5,15.18,92.26,2.13,6.42,7.92,534945.6514
5311,713.02,1.0,873.93,35.1,4.02,4.17,3.76,95.13,1.45,4.95,8.9,182034.9673
5312,1636.47,3.531130631,307.5,46.34,6.58,59.31,7.49,95.8,0.85,3.74,3.69,829576.0237
5313,895.52,3.5835609,424.22,38.5,8.74,50.65,3.98,95.16,1.85,6.51,7.37,775333.338
5314,753.82,1.22127088,432.32,45.17,5.79,27.5,12.77,97.5,2.27,5.56,7.37,351705.7342
5315,1357.84,1.318678599,784.37,47.18,6.53,4.97,19.04,96.29,2.6,7.54,6.53,464977.7208
5316,1811.08,2.098724758,856.26,57.76,10.0,19.48,18.66,97.4,0.87,7.12,6.17,655635.0956
5317,794.37,3.36973666,398.39,15.58,5.79,40.27,26.83,98.66,1.72,4.8,2.83,349112.5646
5318,1135.69,3.390717946,676.14,13.03,10.0,5.58,2.63,95.35,1.49,9.54,7.03,515792.974
5319,1999.12,1.667224541,460.22,65.74,5.03,11.6,28.31,96.0,1.88,4.39,6.03,500286.6337
5320,1495.54,2.657788845,102.09,12.7,10.0,67.64,7.68,97.47,2.75,7.21,2.56,339426.4078
5321,1610.19,3.407147807,1107.22,46.55,7.74,61.03,15.19,91.51,0.67,3.69,3.17,336523.2209
5322,1901.93,5.444192013,674.85,15.8,9.83,13.78,3.5,94.65,0.3,9.32,10.0,665393.7856
5323,565.46,2.443164133,207.62,30.3,8.15,96.94,2.29,99.9,1.2,7.78,6.09,786386.1217
5324,1113.09,1.384054153,857.27,6.19,8.07,30.43,9.0,91.8,1.75,5.81,10.0,338082.4175
5325,1214.95,2.46267009,140.66,32.71,5.85,114.49,20.69,88.7,1.41,3.33,3.36,395288.9434
5326,1378.36,2.99261047,980.86,33.12,7.52,16.68,30.58,97.9,1.57,4.12,3.62,261751.2849
5327,613.33,2.989469818,970.35,21.63,7.67,106.31,6.59,94.72,1.51,9.3,5.4,351520.3975
5328,1213.2,5.163795942,107.47,20.09,10.0,102.07,5.07,99.9,1.35,6.99,0.84,325960.1777
5329,1794.21,4.268789309,849.84,25.36,9.79,36.14,5.69,95.15,0.68,6.59,5.88,638723.1436
5330,736.06,1.924533119,643.32,38.98,8.98,99.69,1.62,94.83,0.9,5.86,4.36,346984.9722
5331,1423.57,3.7360299,249.96,21.33,8.87,54.89,11.77,94.53,1.39,9.68,4.03,959159.7878
5332,1309.44,3.732471763,898.41,8.15,7.36,116.31,31.67,89.49,0.99,4.63,6.67,344268.6985
5333,1153.29,2.690064373,738.17,17.63,10.0,63.47,4.24,90.12,0.7,3.41,4.52,355860.8904
5334,777.23,1.452926423,355.11,18.41,6.17,49.64,0.74,99.9,1.24,5.21,9.24,237423.5586
5335,1135.54,3.087382205,357.32,23.57,10.0,3.23,10.2,95.04,1.72,7.46,10.0,365332.0548
5336,917.99,1.0,151.87,80.23,3.99,12.68,21.99,96.63,1.89,5.25,4.46,305963.3446
5337,1295.36,1.415277879,46.4,44.02,4.39,106.99,16.08,96.13,1.65,4.92,4.04,295860.602
5338,641.65,2.49578175,166.7,24.65,7.06,86.73,11.9,90.81,2.24,1.82,2.47,383479.8799
5339,1625.51,2.074598464,523.63,22.55,8.29,51.93,21.55,91.87,1.04,9.46,4.87,419205.0126
5340,2020.96,3.277315535,231.48,38.15,8.41,65.23,12.01,93.76,1.34,6.52,5.97,651688.5438
5341,1457.4,1.705154649,632.63,6.85,7.26,45.37,26.11,98.26,1.05,5.23,7.95,535063.6694
5342,550.0,3.704782277,223.2,63.46,7.31,11.13,6.11,99.9,1.38,6.23,3.76,342054.8606
5343,663.23,2.851278161,133.15,0.32,8.05,9.44,19.92,98.82,1.21,6.14,6.63,321990.6474
5344,1413.97,1.293677407,613.62,12.75,4.69,1.67,32.52,98.08,1.94,5.99,0.96,316845.3768
5345,1069.97,3.006836638,281.48,14.14,10.0,15.74,8.6,91.46,1.38,7.59,9.64,529077.9175
5346,1166.38,3.239547258,832.25,45.36,10.0,41.2,2.96,91.24,1.55,3.1,8.79,333860.0217
5347,1491.29,1.779273074,357.3,34.76,7.03,99.75,37.53,99.9,1.56,6.78,9.1,425833.8266
5348,1501.25,1.622003903,80.27,45.34,5.89,47.35,18.87,89.56,2.24,3.33,3.11,209625.9855
5349,1488.74,2.741183133,497.92,13.92,8.4,63.85,25.21,89.66,1.51,5.88,8.02,593371.5316
5350,1174.24,2.429968317,144.94,35.97,10.0,10.94,2.49,99.9,0.96,8.92,7.27,240029.3849
5351,550.0,1.0,289.02,32.45,3.59,67.49,43.93,85.43,2.1,0.6,3.6,188276.7316
5352,897.39,3.063063247,866.78,67.91,4.58,29.1,9.05,94.3,1.73,3.57,1.23,273233.5507
5353,972.33,1.689928199,516.19,39.7,5.99,9.35,25.0,90.66,0.91,6.77,10.0,701885.6443
5354,1928.68,2.366514313,301.85,22.35,8.03,57.05,19.88,99.9,0.93,6.93,10.0,439322.9316
5355,1649.83,2.09443974,709.08,27.17,9.57,5.21,9.93,99.74,1.46,5.48,4.36,456591.1292
5356,1115.75,2.317665663,381.71,39.5,5.37,40.24,8.35,91.07,1.23,4.88,6.98,150448.0183
5357,1324.19,2.356585355,912.02,16.72,8.52,77.4,2.66,97.41,2.72,5.55,3.91,325920.1186
5358,1318.75,4.615556129,1087.95,10.35,7.8,80.64,23.86,93.67,1.53,4.25,9.3,527541.4538
5359,1095.18,2.412933188,97.17,15.18,8.76,16.52,11.71,98.12,1.33,8.85,4.44,226067.1732
5360,1047.06,1.0,621.55,23.45,6.44,61.2,35.56,99.9,1.36,4.85,7.13,178808.4069
5361,1446.91,4.076681514,259.84,16.16,6.3,40.89,2.57,92.82,0.73,5.94,7.5,386291.2836
5362,1486.4,3.456311084,814.49,15.71,8.75,67.42,30.48,97.5,2.44,3.07,6.07,452140.432
5363,904.28,2.204267787,193.62,68.72,8.69,40.06,0.97,93.38,1.73,6.47,7.14,223737.1883
5364,885.44,1.0,259.07,46.62,9.44,81.36,40.54,87.58,1.18,6.59,4.63,256246.1356
5365,1620.64,2.798519524,402.32,59.56,6.21,58.94,10.71,98.64,1.06,5.41,6.28,262314.4785
5366,1119.09,1.0,525.71,5.43,10.0,56.01,24.92,95.73,1.69,6.47,8.43,334538.5261
5367,667.3,1.898717562,671.66,29.01,2.71,118.18,9.62,95.57,1.62,2.13,6.47,240233.7596
5368,1728.37,3.703794345,892.69,38.83,5.11,1.28,1.26,86.4,2.05,1.5,5.06,344195.7985
5369,550.0,2.296302966,310.51,30.53,7.35,22.45,29.34,96.59,1.65,4.15,8.41,345658.7636
5370,767.32,1.450274148,959.68,18.66,8.31,33.42,14.04,99.9,1.25,6.21,9.48,324320.0904
5371,1448.76,2.803462253,420.23,27.39,6.96,30.51,12.67,88.88,1.29,8.07,4.5,405357.3565
5372,2263.12,2.970268478,696.47,32.5,9.91,43.52,16.54,95.26,1.03,7.79,3.85,710752.3884
5373,1140.1,2.052462704,520.12,38.79,10.0,74.82,17.84,85.8,0.71,8.16,7.39,253933.5267
5374,962.85,2.094497609,232.1,18.0,8.29,10.35,6.07,79.45,0.65,4.66,8.63,211408.3297
5375,845.18,2.860898774,451.68,30.0,7.06,36.84,17.98,95.11,1.19,7.3,8.66,317020.5206
5376,1433.13,2.179598459,273.31,42.44,5.97,49.66,36.27,86.05,2.14,4.41,2.93,283536.5648
5377,974.62,1.0,96.39,0.56,9.53,14.19,15.75,96.06,1.74,8.12,8.01,218180.5817
5378,1782.12,2.33232165,399.94,41.62,9.15,81.16,21.9,93.12,1.11,5.5,5.4,419401.5648
5379,1539.17,3.217609257,447.32,58.9,6.1,21.72,9.73,91.36,0.93,8.1,0.54,1029854.544
5380,1707.24,2.900260221,1155.6,70.95,5.01,33.05,15.48,94.21,2.36,6.25,10.0,403851.4877
5381,1534.67,1.730158142,466.55,28.15,8.71,32.77,11.68,89.08,0.97,6.49,5.58,615702.0393
5382,1376.39,2.52478436,36.68,9.16,8.23,88.25,22.47,92.34,0.95,7.04,6.29,418335.9438
5383,1042.39,1.906404284,644.06,20.25,8.34,32.15,17.42,89.8,1.0,5.8,7.18,357687.596
5384,601.52,3.03960103,17.2,39.14,7.3,4.83,27.6,91.02,1.5,5.83,6.23,435975.1176
5385,805.96,2.191173501,844.53,47.19,7.35,3.85,30.4,98.24,2.55,6.17,8.76,256491.0536
5386,992.95,2.880031008,867.92,42.08,5.6,76.79,8.92,97.96,1.71,0.71,5.76,285084.7394
5387,550.0,2.864056538,317.83,55.2,2.74,78.53,22.58,87.73,1.45,3.61,1.71,255546.7962
5388,1303.24,2.298481745,989.25,25.71,8.94,30.85,17.25,96.24,1.64,4.79,8.64,515607.4743
5389,663.52,1.543524175,479.65,21.07,6.73,29.31,2.79,96.12,1.21,4.55,9.95,299203.6989
5390,550.0,2.563404223,396.22,51.98,7.59,44.52,24.35,91.26,0.57,7.28,6.26,384880.3671
5391,1068.77,2.413596589,414.37,47.68,8.0,46.43,6.45,93.35,1.02,7.77,9.15,308536.2826
5392,1744.56,2.279013441,437.49,12.26,6.2,28.55,27.69,96.1,0.19,4.75,6.01,265431.9359
5393,663.07,3.347212475,484.75,2.37,5.76,11.6,21.14,92.75,1.75,4.06,6.68,403294.7467
5394,781.98,1.702910765,419.94,43.28,4.5,62.47,19.1,94.82,1.66,2.52,8.81,306319.3323
5395,748.89,1.839302705,604.86,48.13,5.87,96.5,45.95,98.02,1.33,5.06,5.83,362908.1485
5396,1419.67,1.591528455,1358.46,11.88,3.61,33.99,42.9,90.29,2.02,4.66,4.38,225417.7012
5397,1104.28,2.867132663,247.27,8.22,5.27,65.69,21.36,92.75,1.06,4.99,9.21,428338.0879
5398,1383.14,2.578089934,291.71,17.3,7.3,31.02,7.22,92.83,2.66,4.85,8.03,282117.5565
5399,1479.17,1.0,756.72,4.23,10.0,31.6,4.64,95.2,1.7,3.92,6.78,329932.7949
5400,1564.04,3.69789852,583.64,33.79,5.51,54.03,17.94,91.82,1.69,7.4,6.72,540163.3662
5401,1050.87,1.45670798,293.12,29.56,7.12,68.9,22.03,97.52,0.87,3.92,5.81,346642.5411
5402,1059.66,3.828728174,669.51,37.39,9.12,8.86,3.03,97.6,1.26,4.57,5.2,258884.3212
5403,1735.68,1.980561208,463.03,39.44,5.21,32.12,6.71,89.14,2.05,5.04,6.38,396915.404
5404,1149.79,1.834354274,294.11,31.28,5.3,91.85,15.98,92.17,1.96,5.82,7.16,214696.5807
5405,1077.72,3.31303342,161.23,2.3,10.0,57.15,13.99,94.38,1.07,9.29,5.3,316544.8857
5406,824.68,1.939678208,443.81,21.28,9.41,50.93,7.16,85.32,0.93,4.81,3.31,463591.4701
5407,853.76,3.006812849,533.83,5.13,8.24,49.13,11.34,96.91,0.74,4.36,9.5,426423.7099
5408,1527.91,3.126106742,377.86,28.86,8.8,6.37,4.28,99.9,1.27,7.38,9.75,635704.7121
5409,1421.46,3.54475307,87.38,14.46,7.26,61.86,33.12,96.1,2.28,5.65,8.2,374149.5865
5410,550.0,3.46721705,230.72,38.85,4.41,14.7,12.5,90.94,1.6,3.39,8.71,399787.183
5411,681.71,1.779372596,182.99,28.4,4.69,32.25,19.73,88.56,2.6,3.41,8.92,172470.2605
5412,969.5,4.300159823,1020.08,6.17,9.31,24.19,11.43,97.67,1.12,7.01,6.0,391756.0029
5413,1111.38,1.92812105,882.33,38.89,8.57,99.46,12.38,99.9,0.89,8.99,7.3,256351.6329
5414,1366.61,2.647721577,457.34,14.45,7.23,73.92,12.84,91.76,0.53,6.34,2.93,287685.426
5415,920.56,1.675700149,828.17,46.83,7.13,12.82,20.4,99.05,2.27,5.17,8.18,257358.6807
5416,1197.95,1.477818763,424.29,2.54,7.63,39.78,0.78,88.94,0.88,4.82,7.44,466482.3
5417,1343.92,3.083788169,395.96,70.11,6.56,78.95,24.21,87.94,1.2,5.36,6.56,327092.9137
5418,550.0,2.116888707,359.12,22.54,1.98,115.36,40.01,89.71,1.67,1.03,10.0,277096.0413
5419,1565.14,1.663859034,888.22,32.79,6.22,45.14,10.23,90.69,1.18,8.1,5.27,575304.8732
5420,743.68,2.25269184,316.28,11.74,7.77,33.61,31.15,94.9,1.09,6.45,5.49,324735.6312
5421,774.44,1.933419951,947.55,66.5,7.63,48.69,0.44,97.63,1.81,3.73,5.29,183776.825
5422,1334.67,4.585116892,270.81,25.39,10.0,18.14,15.24,99.75,1.2,7.51,10.0,618442.8382
5423,797.3,2.861444856,797.95,42.4,8.09,15.14,13.61,92.87,1.48,6.14,10.0,390607.6226
5424,1035.15,2.299867822,826.13,48.99,9.75,20.21,12.98,93.55,2.42,8.38,8.83,532091.5154
5425,1434.95,4.578304533,1010.57,44.04,7.99,7.42,6.53,90.69,0.93,7.35,9.08,438645.6002
5426,977.03,1.0,32.81,55.6,9.22,77.01,21.83,99.9,1.39,5.83,6.51,166264.6584
5427,910.77,3.300036988,412.71,6.48,8.37,13.11,8.79,94.99,2.2,3.72,7.61,202406.4103
5428,1541.98,1.741463873,737.18,35.23,10.0,7.84,1.9,89.41,1.18,8.53,4.67,552795.8702
5429,1889.24,1.97020377,1009.89,28.61,8.85,7.06,13.88,99.9,1.53,7.48,2.61,505865.8675
5430,1350.74,3.122505106,349.71,11.22,7.18,65.13,38.48,99.9,0.36,5.35,10.0,230877.7572
5431,1608.72,2.126134164,375.62,29.47,7.88,60.0,33.66,86.35,1.65,4.95,9.11,473425.3601
5432,1413.16,2.40538945,554.43,9.33,6.87,31.43,2.65,89.75,1.3,5.73,6.62,241228.4781
5433,2099.87,2.505171123,185.09,50.72,8.45,34.44,4.59,95.17,1.26,2.68,0.94,523697.1001
5434,1450.45,3.215088862,624.96,16.79,4.43,100.82,36.98,96.25,1.52,2.22,8.13,266269.5248
5435,1269.91,1.938215946,799.79,17.36,7.35,6.68,19.32,90.07,1.75,4.37,8.33,288911.7543
5436,993.08,2.884035331,664.6,38.4,7.21,39.67,26.1,96.63,2.01,6.2,5.51,395776.3616
5437,1914.64,1.278973828,215.49,41.18,9.01,43.47,17.02,98.08,0.97,7.96,10.0,672145.4537
5438,762.18,2.247852315,774.24,7.18,6.33,19.36,8.24,91.16,1.78,5.84,4.98,345503.2885
5439,641.69,1.695263885,771.15,8.62,9.46,70.01,8.31,98.12,0.97,3.8,8.83,363343.8385
5440,1671.11,2.141318003,848.09,11.66,8.16,9.5,13.71,99.69,0.96,3.38,3.26,247635.9062
5441,1663.19,4.77939971,676.05,35.23,7.93,44.79,2.56,98.73,0.81,7.14,3.91,472001.8823
5442,947.97,2.259402287,430.49,30.08,6.66,4.52,9.06,97.57,1.64,2.87,6.68,355146.4427
5443,1229.6,3.026930576,669.56,48.59,6.79,70.98,10.22,99.9,0.48,7.42,9.26,286337.2223
5444,1609.6,1.558970451,963.22,31.99,7.48,45.52,30.62,94.76,1.38,3.65,3.18,337158.9324
5445,732.48,3.02356324,12.05,38.95,8.86,26.54,42.27,92.25,1.42,7.37,10.0,269896.4343
5446,1701.51,3.154317318,397.45,40.1,6.81,105.46,3.36,89.33,1.14,4.21,3.25,254547.31
5447,2405.02,1.537369765,452.93,58.03,6.51,76.51,21.18,89.37,1.39,7.24,8.57,322301.9399
5448,1434.89,2.477739411,514.35,38.89,8.21,85.29,37.6,98.13,1.52,5.05,3.34,281732.2698
5449,1553.28,4.236750505,767.25,18.2,6.01,24.25,0.44,99.09,1.39,6.71,7.96,403616.4095
5450,1888.4,2.818435272,506.26,36.52,10.0,92.12,9.51,89.69,2.73,8.03,10.0,474813.2348
5451,550.0,3.180926839,68.91,9.67,6.29,56.59,13.13,93.63,1.5,6.02,6.73,325614.4246
5452,1446.43,1.0,315.55,64.45,5.34,37.17,5.81,85.68,0.73,5.2,6.39,468890.8604
5453,1844.34,3.38019233,670.38,21.32,7.21,54.25,7.37,96.79,1.66,4.68,10.0,408840.4467
5454,866.0,1.0,535.74,18.55,6.3,25.59,23.97,86.54,0.7,5.07,8.29,181913.8771
5455,1001.01,1.121423839,261.73,6.43,8.16,98.73,19.07,99.9,1.76,8.02,7.28,499748.5962
5456,2228.78,2.406598859,8.42,19.35,7.4,9.74,2.83,95.29,1.19,6.5,7.31,561836.5416
5457,1454.5,2.56616366,393.24,33.38,4.77,59.86,5.17,89.97,1.65,5.4,6.23,457788.3346
5458,550.0,2.055769482,89.87,11.97,7.31,76.34,6.22,94.56,1.55,5.73,9.41,183008.2164
5459,1457.83,2.584936681,202.86,11.67,10.0,16.68,0.72,98.59,1.28,5.6,10.0,370463.9855
5460,729.32,1.758704994,808.84,50.3,9.13,20.49,1.46,88.8,1.72,3.67,7.14,242113.7641
5461,1405.91,1.341407843,588.23,6.77,10.0,17.42,4.54,97.53,2.03,8.95,8.04,762187.9372
5462,1030.27,1.306311993,723.0,62.82,5.96,15.76,8.84,88.26,0.8,3.43,1.41,191660.7394
5463,1035.22,3.566196727,387.71,19.58,10.0,3.25,13.18,91.06,0.7,7.2,6.89,707849.1411
5464,550.0,1.0,107.06,2.22,7.48,24.42,0.45,93.75,1.3,5.72,6.62,209096.2051
5465,1426.26,2.27934675,405.28,2.24,8.55,37.18,4.32,87.82,0.94,3.64,3.97,431172.7581
5466,1123.12,2.807912486,204.76,22.51,7.77,51.0,16.84,96.06,1.7,6.03,8.36,415682.2923
5467,1106.34,2.337172222,1082.61,25.33,8.13,1.17,15.24,91.39,2.1,7.8,8.58,480630.2745
5468,801.85,2.883746245,621.36,47.83,7.48,56.13,16.32,93.34,2.21,7.94,5.78,246840.9598
5469,1946.01,1.90547435,988.21,13.96,6.32,56.97,8.29,92.3,0.81,7.15,9.19,398777.7425
5470,1530.81,3.601150838,872.41,6.5,7.8,11.35,25.56,91.31,2.2,8.97,3.43,679378.7551
5471,959.56,5.199416616,464.31,22.58,8.17,51.58,3.65,90.54,2.5,5.27,8.79,362312.1298
5472,763.08,4.911454496,259.31,53.7,8.4,19.38,6.97,87.76,1.62,4.96,5.22,453318.2573
5473,1492.49,3.813495732,178.38,9.8,8.99,64.26,16.16,92.6,0.68,10.0,6.87,672709.9967
5474,1184.28,2.80794318,320.38,41.76,7.51,23.74,17.37,90.41,1.29,7.54,3.96,491072.1388
5475,905.48,2.464367698,435.61,26.15,8.11,16.32,20.94,99.9,2.14,5.94,6.45,253264.2098
5476,597.95,1.772741791,684.18,29.81,10.0,47.87,2.91,94.26,1.96,8.86,4.32,399524.4798
5477,901.44,1.085586462,764.24,8.35,6.97,37.68,4.83,92.71,2.44,3.77,5.5,341507.581
5478,550.0,3.23470237,133.69,30.57,6.25,51.7,26.0,89.26,1.91,6.52,7.78,189963.5234
5479,1663.43,3.611083662,939.55,38.33,10.0,2.29,9.1,95.28,1.65,9.0,8.08,770650.5756
5480,1206.11,1.0,433.88,40.39,7.68,35.12,8.83,94.14,1.21,3.89,3.26,223214.5217
5481,2004.49,2.454914349,907.72,8.34,9.39,32.23,11.62,92.35,1.21,10.0,10.0,531826.1222
5482,1169.45,3.706327946,864.53,10.08,7.79,5.02,8.58,98.68,0.61,1.49,7.95,497713.8342
5483,1083.57,4.250023981,457.59,54.52,5.28,76.53,42.93,93.53,1.44,6.75,6.88,455652.1096
5484,631.66,2.132253527,956.19,39.19,6.93,54.69,22.84,99.9,1.91,10.0,4.31,603028.2758
5485,1134.03,3.994336686,984.12,12.9,9.53,26.84,9.89,88.72,1.12,6.34,6.63,383359.7064
5486,1346.52,3.492967646,495.15,48.47,7.96,15.14,3.85,92.79,0.82,4.9,7.04,651938.1489
5487,860.91,3.442318884,548.63,12.15,8.3,36.41,12.06,98.44,0.95,4.78,7.12,234464.2748
5488,988.77,2.547569068,791.05,24.97,5.69,58.57,12.53,94.13,1.88,4.41,9.54,272720.9855
5489,2219.73,1.0,916.15,15.2,9.25,59.67,9.7,97.59,1.12,6.28,10.0,522868.3969
5490,1527.93,4.410762781,547.11,35.09,8.93,110.45,18.53,93.03,2.29,9.07,7.84,633346.434
5491,1181.68,1.75256444,157.44,28.71,7.12,7.59,23.65,97.42,1.81,7.07,8.48,226201.597
5492,1617.38,3.998378534,796.9,6.38,8.39,50.27,20.1,96.46,1.33,8.22,6.33,539577.4131
5493,1366.81,2.751702913,659.3,34.34,10.0,48.41,7.74,93.95,0.44,8.23,10.0,453825.9985
5494,1666.59,4.317384667,899.5,23.97,9.47,38.74,8.91,99.9,0.96,7.52,2.05,380699.0874
5495,1043.69,3.342722334,807.17,24.66,8.77,39.57,39.77,90.36,1.62,4.61,0.42,276907.9485
5496,1956.56,4.40523915,439.89,28.24,9.03,41.45,25.14,90.96,1.15,7.83,10.0,473839.2882
5497,990.25,1.934787116,974.18,22.18,6.39,2.22,24.93,90.51,1.09,5.53,6.79,349561.2274
5498,1658.33,2.462958417,176.79,48.87,7.24,5.72,2.83,89.49,0.95,4.78,0.42,363457.6606
5499,1421.49,2.551228373,1145.54,5.94,10.0,62.74,3.17,92.67,1.45,6.33,6.17,1251494.924
5500,1228.89,2.321384684,811.54,2.67,10.0,64.24,1.72,99.9,1.06,8.22,9.07,580517.5075
5501,1346.98,1.353651097,132.56,9.14,5.22,54.84,1.96,93.01,0.97,3.43,9.54,389529.5176
5502,1262.34,1.241396347,211.07,55.69,4.87,10.49,11.98,99.9,1.87,6.22,5.94,360245.0888
5503,550.0,1.429588015,701.03,18.47,2.42,29.59,30.86,96.84,2.12,1.71,2.2,165992.0991
5504,1166.46,2.392691233,520.05,68.26,5.75,47.6,10.85,95.17,1.19,6.69,6.06,345759.7152
5505,922.04,1.30952769,252.12,20.59,9.72,60.1,1.09,92.54,1.2,5.83,5.29,453515.6437
5506,918.6,4.172689965,29.52,19.74,8.3,5.46,5.15,97.86,1.12,7.05,3.59,418393.8771
5507,1622.71,1.900986044,251.59,44.47,7.22,48.27,7.95,91.04,1.43,4.64,4.9,549016.7138
